,NewDate,post_time,title,content
141230,644,2018/8/20 07:43,8/17上市投信賣超排行前20名,"名次 股票名稱 買賣超張數 收盤價 漲跌 買進張數 賣出張數 1 2317鴻海 -1,771 81.10 -0.10 19 1,790 2 2027大成鋼 -1,189 47.70 0.15 28 1,217 3 00632R元大台灣50反1 -800 12.38 0.05 0 800 4 2337旺宏 -620 33.20 -0.95 500 1,120 5 6141柏承 -599 16.90 0 0 599 6 3702大聯大 -500 38.80 -0.35 0 500 7 5469瀚宇博 -400 26.45 -0.85 0 400 8 9917中保 -370 86.10 -0.90 0 370 9 9941裕融 -347 98.10 -0.70 0 347 10 3532台勝科 -320 118.00 -5.00 0 320 11 2449京元電子 -290 21.50 -0.10 0 290 12 3645達邁 -286 69.00 -0.60 0 286 13 3596智易 -280 61.80 -1.30 0 280 14 2885元大金 -265 15.25 0.15 0 265 15 9904寶成 -265 32.30 -0.20 0 265 16 2408南亞科 -256 65.00 -2.30 0 256 17 2367燿華 -250 19.15 0.05 0 250 18 3003健和興 -245 48.70 -0.50 0 245 19 00678群益NBI生技 -233 23.80 0.05 0 233 20 2454聯發科 -228 247.00 -0.50 52 280"
141422,644,2018/8/20 08:37,《外資》賣超股：華邦電、中環、華新,經統計，前個交易日(20180817)<BR> 1.外資連續賣超五日以上的股票：<BR> 彩 晶 (6116) 新光金 (2888) 京城銀 (2809) 中 壽 (2823) 緯 創 (3231) <BR> 裕 隆 (2201) 長 榮 (2603) 華 航 (2610) 頎 邦 (6147) 京元電 (2449) <BR> 新日光 (3576) 智 原 (3035) 華邦電 (2344) 欣 銓 (3264) 至 上 (8112) <BR> 晶 電 (2448) 光寶科 (2301) 優 群 (3217)<BR> 2.連續賣超四日的股票：<BR> 卜 蜂 (1215) 隆 達 (3698) 第一金 (2892) 兆豐金 (2886) 東 元 (1504) <BR> 上 銀 (2049) 大聯大 (3702) 冠 德 (2520) 茂 迪 (6244) 華 通 (2313) <BR> 良 維 (6290) 旺 矽 (6223) 台 半 (5425) <BR> 3.連續賣超三日的股票：<BR> 富邦金 (2881) 寶 成 (9904) 台 泥 (1101) 宏 捷 (8086) 技 嘉 (2376) <BR> 聲 寶 (1604) 華 新 (1605) 聯發科 (2454) 中 鴻 (2014) 台達電 (2308) <BR> 均 豪 (5443) 鼎 元 (2426) 立 ? (8111) 崴 強 (6298) <BR> 4.連續賣超二日的股票：<BR> 亞太電 (3682) 遠 傳 (4904) 神 基 (3005) 微 星 (2377) 大 同 (2371) <BR> 精 華 (1565) 中 鼎 (9933) 大 亞 (1609) 群 聯 (8299) 榮 剛 (5009) <BR> 台光電 (2383) 泰鼎-KY (4927) 艾恩特 (3646) 元 太 (8069) 光 磊 (2340) <BR> 聯 鈞 (3450) 中 環 (2323) 玉晶光 (3406) 奇力新 (2456) 凱 美 (5317) <BR> 蜜望實 (8043) <BR> 5.轉買為賣的股票：<BR> 可 成 (2474) 晶 宏 (3141) 由 田 (3455) 聯 電 (2303) 晟 德 (4123) <BR> 亞 電 (4939) 宜 鼎 (5289) 信昌化 (4725) 神 盾 (6462) 漢 磊 (3707) <BR> 達 方 (8163) 開發金 (2883) 新鉅科 (3630) 威 盛 (2388) 矽 格 (6257) <BR> 旺 宏 (2337) 致 茂 (2360) 聯 強 (2347) 橘 子 (6180) 華 夏 (1305) <BR> 聯 成 (1313) 美 時 (1795) 長榮航 (2618) 美 律 (2439) 中美晶 (5483) <BR> 合 晶 (6182) 嘉 晶 (3016) 創 意 (3443) 正 文 (4906) 南亞科 (2408) <BR> 鈺 創 (5351) 伍 豐 (8076) 穩 懋 (3105) 榮 成(1909) 矽 統(2363) <BR> 旭 富(4119) 環球晶(6488) 昇 達(3491) 兆 遠(4944) 華 泰(2329) <BR> 光 罩(2338) 富 鼎(8261) 光 環(3234) 台 郡(6269) 富 喬(1815) <BR> 台 燿(6274) 新揚科(3144) 欣 興(3037) 瀚宇博(5469) 燿 華(2367) <BR> 岳 豐(6220) 達 邁(3645) 一 詮(2486) 達 運(6120) 全 新(2455) <BR> 錸 德(2349) 亞 光(3019) 華晶科(3059) 國 巨(2327) 華新科(2492) <BR> 千 如(3236) 華 容(5328) 九 豪(6127) 信昌電(6173) 立 敦(6175) <BR> 萬 潤(6187) 雷 科(6207) 佳 邦(6284) 越 峰(8121) 雙 鴻(3324) <BR> 台嘉碩(3221) 強 茂(2481) 普 誠(6129) 加百裕(3323) <BR> 6.賣超前20名：<BR> 金融股：<BR> 新光金 (2888) 富邦金 (2881) <BR> 電子股：<BR> 華邦電 (2344) 中 環 (2323) 旺 宏 (2337) 緯 創 (3231) 技 嘉 (2376) <BR> 華 通 (2313) 嘉聯益(6153) 合 晶 (6182) 光 罩(2338) 微 星 (2377) <BR> 元 太 (8069) 奇力新 (2456) 和 碩(4938) 欣 興(3037) 日電貿(3090) <BR> 傳產股：<BR> 華 新 (1605) 華 航 (2610) 長 榮 (2603)
142163,645,2018/8/21 07:49,投信個股：週一(20日)投信買超╱賣超個股一覽表,"買超張數如下：<BR>代號 個 股 張 數<BR>2303 聯 電 4,682<BR>2014 中 鴻 3,491<BR>1305 華 夏 2,317<BR>1477 聚 陽 2,017<BR>2458 義 隆 1,235<BR>2834 臺企銀 1,202<BR>2002 中 鋼 1,022<BR>2368 金像電 1,000<BR>2882 國泰金 918<BR>1101 台 泥 777<BR>1476 儒 鴻 708<BR>1312 國 喬 684<BR>1102 亞 泥 662<BR>1444 力 麗 660<BR>2345 智 邦 454<BR>1402 遠東新 368<BR>2349 錸 德 300<BR>2377 微 星 283<BR>2408 南亞科 277<BR>4958 臻鼎-KY 222<BR>3533 嘉 澤 204<BR>6505 台塑化 204<BR>2383 台光電 183<BR>8163 達 方 142<BR>6202 盛 群 125<BR>3044 健 鼎 123<BR>2723 美食-KY 114<BR> 賣超張數如下：<BR>代號 個 股 張 數<BR>2603 長 榮 1,873<BR>3532 台勝科 1,828<BR>3059 華晶科 756<BR>3016 嘉 晶 600<BR>6141 柏 承 600<BR>6153 嘉聯益 588<BR>1605 華 新 500<BR>2439 美 律 500<BR>3702 大聯大 500<BR>2885 元大金 434<BR>2313 華 通 400<BR>1710 東 聯 399<BR>6285 啟 ? 290<BR>2337 旺 宏 281<BR>6269 台 郡 275<BR>4919 新 唐 240<BR>3515 華 擎 226<BR>2330 台積電 221<BR>3026 禾伸堂 218<BR>5269 祥 碩 215<BR>2340 光 磊 214<BR>2481 強 茂 187<BR>2454 聯發科 178<BR>3030 德 律 178<BR>2448 晶 電 153<BR>2327 國 巨 150<BR>2449 京元電子 150<BR>3413 京 鼎 120<BR>1536 和 大 111<BR>1301 台 塑 110<BR>2492 華新科 110"
142377,645,2018/8/21 08:45,《外資》賣超股：錸德、華邦電、開發金,經統計，前個交易日(20180820)<BR> 1.外資連續賣超五日以上的股票：<BR> 彩 晶 (6116) 第一金 (2892) 新光金 (2888) 兆豐金 (2886) 中 壽 (2823) <BR> 東 元 (1504) 上 銀 (2049) 裕 隆 (2201) 大聯大 (3702) 華 航 (2610) <BR> 京元電 (2449) 冠 德 (2520) 新日光 (3576) 華邦電 (2344) 欣 銓 (3264) <BR> 至 上 (8112) 華 通 (2313) 良 維 (6290) 晶 電 (2448) 光寶科 (2301) <BR> 優 群 (3217) 台 半 (5425)<BR> 2.連續賣超四日的股票：<BR> 富邦金 (2881) 技 嘉 (2376) 聯發科 (2454) 台達電 (2308) 均 豪 (5443) <BR> 鼎 元 (2426) 崴 強 (6298) <BR> 3.連續賣超三日的股票：<BR> 神 基 (3005) 微 星 (2377) 中 鼎 (9933) 艾恩特 (3646) 元 太 (8069) <BR> 光 磊 (2340) <BR> 4.連續賣超二日的股票：<BR> 金 居 (8358) 宜 鼎 (5289) 信昌化 (4725) 開發金 (2883) 新鉅科 (3630) <BR> 仁 寶 (2324) 力 成 (6239) 同 致 (3552) 龍 巖 (5530) 大 成 (1210) <BR> 聯 強 (2347) 華 夏 (1305) 世紀鋼 (9958) 景 碩 (3189) 中美晶 (5483) <BR> 晶豪科 (3006) 東 洋 (4105) 尚 立 (3360) 同 亨 (5490) 兆 遠 (4944) <BR> 精成科 (6191) 台 郡 (6269) 富 喬 (1815) 台 燿 (6274) 瀚宇博 (5469) <BR> 燿 華 (2367) 僑威科 (3078) 達 運 (6120) 日 揚 (6208) 全 新 (2455) <BR> 光洋科 (1785) 錸 德 (2349) 先進光 (3362) 佳 邦 (6284) 普 誠 (6129) <BR> 加百裕 (3323) <BR> 5.轉買為賣的股票：<BR> 鴻 海 (2317) 國泰金 (2882) 中信金 (2891) 東 捷 (8064) 友 達 (2409) <BR> 愛地雅 (8933) 中石化 (1314) 宏 盛 (2534) 世 界 (5347) 精 材 (3374) <BR> 新 華 (5481) 國 統 (8936) 泰 博 (4736) 金像電 (2368) 律 勝 (3354) <BR> 宣 德 (5457) 東 浦 (3290) 晶 采 (8049) <BR> 6.賣超前20名：<BR> 金融股：<BR> 開發金 (2883) 兆豐金 (2886) 中 壽 (2823) 國泰金 (2882) 富邦金 (2881) <BR> 第一金 (2892) 新光金 (2888) 中信金 (2891) <BR> 電子股：<BR> 錸 德 (2349) 華邦電 (2344) 華 通 (2313) 彩 晶 (6116) 仁 寶 (2324) <BR> 京元電 (2449) 微 星 (2377) 元 太 (8069) 技 嘉 (2376) 大聯大 (3702) <BR> 鼎 元 (2426) <BR> 傳產股：<BR> 華 航 (2610)
142884,645,2018/8/21 16:21,8/21上市外資及陸資賣超排行前20名,"單位：張<BR> 外 / 陸資 ( 不含外自 )<BR> 外資自營<BR> 外 / 陸資<BR> 代號<BR> 名稱<BR> 買進<BR> 賣出<BR> 買賣超<BR> 買進<BR> 賣出<BR> 買賣超<BR> 買賣超<BR> 00677U<BR> 富邦 VIX<BR> 128<BR> 11,952<BR> -11,824<BR> 0<BR> 0<BR> 0<BR> -11,824<BR> 2317<BR> 鴻海<BR> 10,593<BR> 15,967<BR> -5,374<BR> 0<BR> 0<BR> 0<BR> -5,374<BR> 2349<BR> 錸德<BR> 2,571<BR> 7,406<BR> -4,835<BR> 0<BR> 0<BR> 0<BR> -4,835<BR> 6116<BR> 彩晶<BR> 1,246<BR> 5,799<BR> -4,553<BR> 0<BR> 0<BR> 0<BR> -4,553<BR> 2377<BR> 微星<BR> 2,335<BR> 5,776<BR> -3,441<BR> 0<BR> 0<BR> 0<BR> -3,441<BR> 2313<BR> 華通<BR> 4,017<BR> 7,053<BR> -3,036<BR> 0<BR> 0<BR> 0<BR> -3,036<BR> 1605<BR> 華新<BR> 1,768<BR> 4,537<BR> -2,769<BR> 0<BR> 0<BR> 0<BR> -2,769<BR> 4938<BR> 和碩<BR> 4,058<BR> 6,556<BR> -2,498<BR> 0<BR> 0<BR> 0<BR> -2,498<BR> 2823<BR> 中壽<BR> 1,240<BR> 3,577<BR> -2,337<BR> 0<BR> 0<BR> 0<BR> -2,337<BR> 2330<BR> 台積電<BR> 7,800<BR> 9,954<BR> -2,154<BR> 0<BR> 0<BR> 0<BR> -2,154<BR> 3576<BR> 新日光<BR> 967<BR> 3,032<BR> -2,065<BR> 0<BR> 0<BR> 0<BR> -2,065<BR> 0050<BR> 元大台灣 50<BR> 14<BR> 2,069<BR> -2,055<BR> 0<BR> 0<BR> 0<BR> -2,055<BR> 2409<BR> 友達<BR> 15,821<BR> 17,822<BR> -2,001<BR> 0<BR> 0<BR> 0<BR> -2,001<BR> 2610<BR> 華航<BR> 3,506<BR> 5,491<BR> -1,985<BR> 0<BR> 0<BR> 0<BR> -1,985<BR> 2363<BR> 矽統<BR> 85<BR> 2,061<BR> -1,976<BR> 0<BR> 0<BR> 0<BR> -1,976<BR> 2881<BR> 富邦金<BR> 3,648<BR> 5,610<BR> -1,962<BR> 0<BR> 0<BR> 0<BR> -1,962<BR> 2323<BR> 中環<BR> 755<BR> 2,419<BR> -1,664<BR> 0<BR> 0<BR> 0<BR> -1,664<BR> 2456<BR> 奇力新<BR> 1,478<BR> 3,044<BR> -1,566<BR> 0<BR> 0<BR> 0<BR> -1,566<BR> 2618<BR> 長榮航<BR> 5,741<BR> 7,306<BR> -1,565<BR> 0<BR> 0<BR> 0<BR> -1,565<BR> 2454<BR> 聯發科<BR> 1,140<BR> 2,549<BR> -1,409<BR> 0<BR> 0<BR> 0<BR> -1,409<BR> 註：外資自營商表示外國證券商在臺分支機構證券自營商專戶。"
143119,646,2018/8/22 07:46,投信個股：週二(21日)投信買超╱賣超個股一覽表,"買超張數如下：<BR>代號 個 股 張 數<BR>1402 遠東新 3,524<BR>2014 中 鴻 3,035<BR>1314 中石化 1,375<BR>0050 元大台灣50 1,100<BR>1312 國 喬 787<BR>2412 中華電 765<BR>2458 義 隆 591<BR>6116 彩 晶 583<BR>1477 聚 陽 582<BR>1101 台 泥 549<BR>9910 豐 泰 521<BR>2492 華新科 496<BR>2002 中 鋼 424<BR>2303 聯 電 393<BR>2612 中 航 350<BR>2027 大成鋼 346<BR>2356 英業達 312<BR>2345 智 邦 296<BR>2324 仁 寶 264<BR>1440 南 紡 250<BR>2409 友 達 222<BR>6153 嘉聯益 214<BR>1326 台 化 210<BR>2330 台積電 164<BR>1305 華 夏 163<BR>2481 強 茂 156<BR>3231 緯 創 150<BR>2891 中信金 145<BR>2886 兆豐金 142<BR>1476 儒 鴻 141<BR>2352 佳世達 138<BR>2327 國 巨 126<BR>2542 興富發 126<BR>3706 神 達 126<BR>6505 台塑化 126<BR>2449 京元電子 120<BR>3443 創 意 110<BR>2301 光寶科 101<BR>3044 健 鼎 100<BR>9938 百 和 100<BR> 賣超張數如下：<BR>代號 個 股 張 數<BR>3532 台勝科 1,703<BR>1605 華 新 1,224<BR>4919 新 唐 645<BR>6213 聯 茂 556<BR>2313 華 通 540<BR>3030 德 律 470<BR>5871 中租-KY 465<BR>2349 錸 德 450<BR>00633L 富邦上証正2 406<BR>6141 柏 承 403<BR>2340 光 磊 303<BR>3665 貿聯-KY 290<BR>2885 元大金 271<BR>1515 力 山 258<BR>1444 力 麗 244<BR>6269 台 郡 243<BR>2448 晶 電 216<BR>6120 達 運 200<BR>1590 亞德客-KY 186<BR>3515 華 擎 183<BR>2454 聯發科 173<BR>9914 美利達 150<BR>6285 啟 ? 141<BR>2890 永豐金 124<BR>1102 亞 泥 121<BR>3003 健和興 100"
143123,646,2018/8/22 07:46,集中市場：週二(21日)三大法人賣超前二十名上市股票,週二(21日)三大法人賣超前二十名上市股票一覽表：<BR>代號 個 股 賣超張數<BR>00677U 富邦VIX -20020<BR>2317 鴻 海 -5668<BR>2409 友 達 -5556<BR>2349 錸 德 -5215<BR>1605 華 新 -4238<BR>6116 彩 晶 -4092<BR>2313 華 通 -3164<BR>4938 和 碩 -2406<BR>2377 微 星 -2354<BR>2823 中 壽 -2315<BR>3576 新日光 -2134<BR>1303 南 亞 -2065<BR>2610 華 航 -2019<BR>2363 矽 統 -1996<BR>2881 富邦金 -1821<BR>2330 台積電 -1805<BR>0050 元大台灣50 -1686<BR>2456 奇力新 -1670<BR>2323 中 環 -1562<BR>2454 聯發科 -1429<BR> 賣超張數明細如下：<BR>代號 外 資 投 信 自營商 自營商<BR> (自行買賣) (避險)<BR>00677U -11824 0 1300 -9496<BR>2317 -5373 -13 -447 165<BR>2409 -2000 222 -3089 -689<BR>2349 -4835 -450 70 0<BR>1605 -2768 -1224 14 -260<BR>6116 -4553 583 -2 -120<BR>2313 -3036 -540 278 134<BR>4938 -2498 53 -49 88<BR>2377 -3441 97 756 234<BR>2823 -2337 2 0 20<BR>3576 -2065 0 -69 0<BR>1303 1620 -12 -498 -3176<BR>2610 -1985 0 -34 0<BR>2363 -1976 0 -20 0<BR>2881 -1962 7 2 132<BR>2330 -2154 164 -44 229<BR>0050 -2055 1100 -42 -689<BR>2456 -1566 -70 53 -87<BR>2323 -1664 0 102 0<BR>2454 -1409 -173 2 151
143334,646,2018/8/22 08:47,《外資》賣超股：鴻海、錸德、彩晶,經統計，前個交易日(20180821)<BR> 1.外資連續賣超五日以上的股票：<BR> 富邦金 (2881) 彩 晶 (6116) 中 壽 (2823) 上 銀 (2049) 裕 隆 (2201) <BR> 大聯大 (3702) 聯發科 (2454) 華 航 (2610) 新日光 (3576) 欣 銓 (3264) <BR> 華 通 (2313) 良 維 (6290) 均 豪 (5443) 晶 電 (2448) 光寶科 (2301) <BR> 優 群 (3217) 崴 強 (6298)<BR> 2.連續賣超四日的股票：<BR> 微 星 (2377) 元 太 (8069) <BR> 3.連續賣超三日的股票：<BR> 宜 鼎 (5289) 大 成 (1210) 華 夏 (1305) 世紀鋼 (9958) 中美晶 (5483) <BR> 東 洋 (4105) 精成科 (6191) 台 燿 (6274) 瀚宇博 (5469) 光洋科 (1785) <BR> 錸 德 (2349) <BR> 4.連續賣超二日的股票：<BR> 鴻 海 (2317) 網 家 (8044) 友 達 (2409) 仲 琦 (2419) 新 華 (5481) <BR> 力 旺 (3529) 泰 博 (4736) 律 勝 (3354) TPK-KY (3673) 久 元 (6261) <BR> 5.轉買為賣的股票：<BR> 台積電 (2330) 和 碩 (4938) 潤泰全 (2915) 宏達電 (2498) 揚明光 (3504) <BR> 達 方 (8163) 遠 傳 (4904) 貿聯-KY (3665) 橘 子 (6180) 華 新 (1605) <BR> 美 時 (1795) 長榮航 (2618) 頎 邦 (6147) 方土昶 (6265) 群 聯 (8299) <BR> 威 剛 (3260) 矽 統 (2363) 先 豐 (5349) 中 裕 (4147) 中 磊 (5388) <BR> 中 環 (2323) 奇力新 (2456) 華新科 (2492) 禾伸堂 (3026) 日電貿 (3090) <BR> 凱 美 (5317) 雷 科 (6207) <BR> 6.賣超前20名：<BR> 金融股：<BR> 中 壽 (2823) 富邦金 (2881) <BR> 電子股：<BR> 鴻 海 (2317) 錸 德 (2349) 彩 晶 (6116) 微 星 (2377) 華 通 (2313) <BR> 和 碩 (4938) 台積電 (2330) 新日光 (3576) 友 達 (2409) 矽 統 (2363) <BR> 中 環 (2323) 奇力新 (2456) 聯發科 (2454) 揚明光 (3504) 瀚宇博 (5469) <BR> 傳產股：<BR> 華 新 (1605) 華 航 (2610) 長榮航 (2618)
144031,647,2018/8/23 07:43,8/22上市外資賣超排行前20名,"名次 股票名稱 買賣超張數 收盤價 漲跌 1 2303聯電 -13,508 17.50 -0.50 2 2344華邦電 -5,402 16.35 -0.10 3 6116彩晶 -3,904 8.19 0.02 4 2408南亞科 -3,529 67.40 -1.10 5 2313華通 -2,981 27.60 0.40 6 2323中環 -2,801 7.29 0.12 7 2881富邦金 -2,728 50.10 0.10 8 3702大聯大 -2,713 38.15 -0.50 9 2891中信金 -2,443 21.50 0.10 10 1409新纖 -2,097 13.30 -0.30 11 2105正新 -1,947 46.60 -0.85 12 6153嘉聯益 -1,899 53.20 -1.00 13 2376技嘉 -1,861 51.30 -0.70 14 2454聯發科 -1,817 247.50 2.00 15 2823中壽 -1,676 29.90 0.05 16 2448晶電 -1,621 31.70 -0.20 17 2049上銀 -1,616 275.00 -6.00 18 2834臺企銀 -1,482 11.00 0.20 19 2405浩鑫 -1,366 15.60 -0.35 20 2367燿華 -1,340 18.45 -0.35"
144143,647,2018/8/23 07:51,外資個股：週三(22日)外資買超╱賣超個股一覽表,"買超張數如下：<BR>代號 個 股 張 數<BR>2885 元大金 14,272<BR>2618 長榮航 11,021<BR>00677U 富邦VIX 8,163<BR>2002 中 鋼 7,342<BR>1402 遠東新 7,061<BR>2884 玉山金 5,665<BR>2892 第一金 5,617<BR>2890 永豐金 5,249<BR>2886 兆豐金 4,884<BR>2356 英業達 4,869<BR>00637L 元大滬深300正2 4,755<BR>1718 中 纖 3,678<BR>00632R 元大台灣50反1 3,245<BR>1262 綠悅-KY 3,153<BR>1216 統 一 2,552<BR>2354 鴻 準 2,515<BR>1303 南 亞 2,256<BR>2856 元富證 2,188<BR>2515 中 工 2,105<BR>2458 義 隆 2,101<BR>2880 華南金 2,050<BR>00633L 富邦上証正2 1,980<BR>2353 宏 ? 1,970<BR>2317 鴻 海 1,946<BR>1904 正 隆 1,847<BR>2915 潤泰全 1,825<BR>1326 台 化 1,640<BR>2421 建 準 1,542<BR>2603 長 榮 1,522<BR>2889 國票金 1,486<BR>2633 台灣高鐵 1,455<BR>2617 台 航 1,445<BR>2888 新光金 1,413<BR>2409 友 達 1,410<BR>2801 彰 銀 1,406<BR>1605 華 新 1,236<BR>2542 興富發 1,234<BR>3045 台灣大 1,223<BR>1301 台 塑 1,174<BR>1722 台 肥 1,153<BR> 賣超張數如下：<BR>代號 個 股 張 數<BR>2303 聯 電 13,508<BR>2344 華邦電 5,402<BR>6116 彩 晶 3,904<BR>2408 南亞科 3,528<BR>2313 華 通 2,981<BR>2323 中 環 2,801<BR>2881 富邦金 2,728<BR>3702 大聯大 2,713<BR>2891 中信金 2,442<BR>1409 新 纖 2,097<BR>2105 正 新 1,947<BR>6153 嘉聯益 1,899<BR>2376 技 嘉 1,861<BR>2454 聯發科 1,816<BR>2823 中 壽 1,675<BR>2448 晶 電 1,621<BR>2049 上 銀 1,616<BR>2834 臺企銀 1,482<BR>2405 浩 鑫 1,366<BR>2367 燿 華 1,340<BR>1477 聚 陽 1,297<BR>2534 宏 盛 1,285<BR>2349 錸 德 1,281<BR>2324 仁 寶 1,275<BR>3037 欣 興 1,245<BR>2377 微 星 1,243<BR>2347 聯 強 1,237<BR>8112 至 上 1,196<BR>2327 國 巨 1,142<BR>2383 台光電 1,128<BR>3231 緯 創 1,099<BR>6141 柏 承 1,074<BR>1305 華 夏 1,066<BR>2426 鼎 元 948<BR>2537 聯上發 922<BR>2492 華新科 916<BR>2887 台新金 900<BR>2014 中 鴻 889<BR>2329 華 泰 795<BR>6191 精成科 795"
145177,648,2018/8/24 10:45,【台股盤中】跌破10800點 回測年線,（中央社記者鍾榮峰台北2018年8月24日電）電子弱勢，櫃買指數疲軟，台股一度跌破10800點整數關卡，回測年線。法人表示，台股若失守年線，盤面將是弱勢格局，建議投資人保守操作。<BR>台股早盤震盪走跌，電子權值股疲軟整理，矽晶圓弱勢，OTC櫃買指數一度下挫近1.3%，大盤跌破10800點整數關卡，最低來到10770點，跌逾90點，之後跌幅漸收斂，力守年線約10784點。<BR>到10點40分，台股加權指數來到10799.69點，下跌63.44點，成交值來到新台幣485.92億元。電子股盤中跌0.44%，金融股跌0.42%。<BR>主要電子權值股走勢整理，台積電 (2330) 來到244.5元，在平盤上下遊走，鴻海 (2317) 來到80.8元，跌1.2%，股王大立光 (3008) 守平盤4485元。聯發科 (2454) 來到250元，跌1.2%。日月光投控 (3711) 來到73.3元，跌0.8%。<BR>被動元件族群相對抗跌，國巨 (2327) 盤中來到642元，漲2.2%。華新科 (2492) 來到274元，漲3.8%。<BR>金控股國泰金 (2882) 、富邦金 (2881) 、中信金 (2891) 在平盤附近整理。<BR>國泰證期顧問處協理簡伯儀指出，台股近日量縮反彈，不過今天受到美股回檔修正、以及傳產和原物料類股弱勢影響，台股量縮拉回，預估今天量能約1000億元出頭。<BR>展望台股走勢，簡伯儀表示，台股近日量縮反彈，結構不夠扎實，今天回測年線，若失守年線，盤面將是弱勢格局，建議投資人保守操作。
145345,648,2018/8/24 15:10,【Y晚報】成交量縮再創低 電子權值股跌多於漲,"（開盤日15:30出刊）昨日(23)美股因為市場仍持續關注中美貿易戰談判的進展，加上中美最新一輪的160億美元貿易關稅並未改變時程，如期開徵，以及川普可能遭彈劾的狀況下，三個因素都令美股走勢續弱，整體呈現震盪，盤中紅翻黑暫處五日線下，在五日線與月線之間整理腳步，四大指數跌多漲少，漲跌幅介於 -0.30% ~ 0.12%，其中道指以25,656點作收，跌幅 -0.30%，而S&P 500指數以2,856點作收，跌幅-0.17%，指數中的能源、原物料指數，也因受貿易戰隱憂壟罩，跌幅分別為0.5%、0.7%，後續應注意川普彈劾後續消息，及FED在懷俄明州舉行的全球央行會議，以及在8/20開始為期6天的2000億關稅聽證會狀況。<BR> 今日(24)台股整體開低走低，指數一度下殺破年線，多空雙方持續在10,800點附近交戰，櫃買指數今日也開低走低，並且盤中再破低點，權值股方面，雙王早盤同步開高後在平盤附近震盪，收盤時漲跌互現，台積電(2330)傳出接獲超微半導體（AMD）7奈米CPU、GPU轉單，以243.5元做收，小跌0.41%，在月線上整理，大立光(3008)則受華為昨日在台發表nova 3系列的消息帶動，以4,505元作收，漲幅0.45%，惟鴻海(2317)股價開低走低，持續在80元附近整理，雖旗下手機鏡頭模具大廠中揚光於昨日（23）申請掛牌上市，但依時程推估，要為業外轉投資加分，最快要等至第4季上市之時，而本週盤面亮眼的水泥、紡織、造紙等原料股一同熄火，出現漲多拉回整理，腳步整齊，加權指數盤終以10,809點作收，小跌53點，成交量962.46億；櫃買指數則以139點作收，跌幅1.11%<BR> PCB族群持續受惠大陸限排，在今日(24)盤面上仍然續強，其中高技（5439）再度創高，盤中漲幅達5.99%，博智（8155）在開盤時股價強勢挑戰季線107.6元，但於106.5元時遇壓後維持高檔震盪，可惜尾盤時並無買單點火，回到平盤以100元作收，楠梓電(2316)則持續維持創高姿態，今日開高震盪以19.6元作收，漲幅4.26%，後續應注意即將面臨2017/12/05的前高壓力21.2元，邑昇(5291)今日股價則是在創高波段新高時，突破2017/10/26的黑K前高壓力，但也同時遇到2017/09/15的黑K的套牢賣壓，盤終以紅K留長上影線，18.10元作收，漲幅3.43%。<BR> 被動元件族群近日逐漸呈現反彈量縮、籌碼沉澱的狀態，國巨(2327)、華新科(2492)、禾伸堂(3026)、奇力新(2456)橫向打底的狀態也愈發明顯，今日呈現漲跌互現，其中華新科(2492)將於下周一舉辦法說，說明公司營運概況，今日漲幅達6.25%，以280.5元作收站回5日線上，短線上將面臨月線壓力，國巨(2327)則於今日開高後緩步趨堅向上，以643元作收，漲幅2.39%，短線上仍在5日線上整理腳步，奇力新(2456)則持續在百元附近沿五日線整理腳步，今日開低走高持穩在平盤上，以103元作收，禾伸堂(3026)早盤開高走高，但盤中171.5元附近遇到5日線壓力171.9元，股價開始走軟，終盤以166.5元翻黑作收，小跌0.30%。<BR> 短線上，因聯準會會議紀要立場偏鷹，強勢美元不利台股表現，而中美貿易戰本次談判已結束，會議上雙方並未達成結論，加上關稅互徵如期施行，短期間兩強的貿易糾紛，尚未出現緩解現象，市場觀望氣氛預期會持續保持謹慎，這也導致台股大盤量能萎縮，面對上檔半年線壓力容易力道不足；而目前加權指數雖站回5日線上，但10日線與月線皆呈現下彎，在交易量恢復千億水準，以及結束整理格局表態之前，操作上仍應謹慎保守，適當維持手中現金水位，並觀察業績題材股逢低佈局，如晶圓代工、蘋概股、水泥、鋼鐵等。<BR> 1.熱門股: 高技(5439)、臺企銀(2834)、楠梓電(2316)、台新金(2887)、遠東新(2887)<BR> 2.強勢股: 邑昇(5291)、信昌化(4725)、新復興(4909)、高技(5439)、英業達(2356)<BR> 3.弱勢股: 億光(2393)、美琪瑪(4721)、貿聯-KY(3665)、康普(4739)、同致(3552)<BR> 三大法人合計：-31.20億元<BR> 外資：-21.83億元<BR> 投信：2.04億元<BR> 1.《美股》中美談判進度慢、川普彈劾烏雲罩頂 標普臉綠<BR> 2.以史為鑑 美股牛市9月份恐面臨更多考驗<BR> 3.美股走低 美中貿易爭端升級引發市場憂慮<BR> 4.《開盤》雙王開高 台股開盤小漲2點暫報10865<BR> 5.台股挑戰半年線 留意量能及貿易戰<BR> 6.台股成交量稍嫌不足 行情以震盪偏多為主<BR> 7.對手進度出差錯 超微改下單台積電<BR> 8.台積電、聯發科跳空齊漲<BR> 9.《熱門族群》大陸嚴限排，我PCB族群樂翻<BR> 10.《熱門族群》獲利出色，被動元件股再獲垂憐<BR> 以上內容由Yahoo!奇摩股市 與 CMoney理財寶 聯合提供"
